Date,DayOfWeek,Time,Computers,Tables,StudySpaces,QuietArea,Alcove,Total,timestamp
2019-11-08,Friday,3:30 PM,5,3,2,3,2,15,11/8/2019
2019-11-08,Friday,4:30 PM,9,0,2,0,0,11,11/8/2019
2019-11-09,Saturday,11:30 AM,3,1,0,0,0,4,11/9/2019
2019-11-09,Saturday,12:30 PM,3,0,2,1,0,6,11/9/2019
2019-11-09,Saturday,12:30 PM,4,2,0,1,0,7,11/9/2019
2019-11-11,Monday,8:30 AM,12,4,4,14,5,39,11/11/2019
2019-11-11,Monday,9:30 AM,14,8,4,8,8,42,11/11/2019
2019-11-11,Monday,10:30 AM,33,13,4,9,7,66,11/11/2019
2019-11-11,Monday,11:30 AM,34,17,14,16,6,87,11/11/2019
2019-11-11,Monday,12:30 PM,34,17,8,17,6,82,11/11/2019
2019-11-11,Monday,12:30 PM,31,14,12,22,13,92,11/11/2019
2019-11-11,Monday,1:30 PM,11,4,17,10,5,47,11/11/2019
2019-11-11,Monday,2:30 PM,18,6,31,9,5,69,11/11/2019
2019-11-11,Monday,3:30 PM,16,5,29,12,4,66,11/11/2019
2019-11-11,Monday,2:30 PM,15,7,26,10,4,62,11/11/2019
2019-11-11,Monday,6:30 PM,6,2,2,3,1,14,11/11/2019
2019-11-11,Monday,8:30 PM,1,1,2,2,3,9,11/11/2019
2019-11-12,Tuesday,8:30 AM,11,0,2,7,2,22,11/12/2019
2019-11-12,Tuesday,9:30 AM,14,5,5,3,7,34,11/12/2019
2019-11-12,Tuesday,10:30 AM,18,10,8,11,7,54,11/12/2019
2019-11-12,Tuesday,1:30 PM,21,7,31,17,3,79,11/12/2019
2019-11-12,Tuesday,2:30 PM,25,17,29,13,2,86,11/12/2019
2019-11-12,Tuesday,3:30 PM,12,8,10,8,2,40,11/12/2019
2019-11-12,Tuesday,4:30 PM,13,4,6,11,4,38,11/12/2019
2019-11-12,Tuesday,5:30 PM,12,7,6,9,6,40,11/12/2019
2019-11-12,Tuesday,6:30 PM,2,3,13,1,3,22,11/12/2019
2019-11-12,Tuesday,7:30 PM,5,4,4,2,1,16,11/12/2019
2019-11-12,Tuesday,8:30 PM,5,1,2,1,1,10,11/12/2019
2019-11-13,Wednesday,8:30 AM,11,2,0,10,4,27,11/13/2019
2019-11-13,Wednesday,9:30 AM,11,7,5,11,8,42,11/13/2019
2019-11-13,Wednesday,10:30 AM,28,10,10,12,9,69,11/13/2019
2019-11-13,Wednesday,12:30 PM,40,28,13,17,6,104,11/13/2019
2019-11-13,Wednesday,5:30 PM,10,9,9,7,3,38,11/13/2019
2019-11-13,Wednesday,6:30 PM,2,1,3,2,1,9,11/13/2019
2019-11-13,Wednesday,6:30 PM,5,2,4,1,1,13,11/13/2019
2019-11-13,Wednesday,7:30 PM,4,7,0,2,0,13,11/13/2019
2019-11-14,Thursday,8:30 AM,19,8,1,10,5,43,11/14/2019
2019-11-14,Thursday,9:30 AM,15,10,4,7,7,43,11/14/2019
2019-11-14,Thursday,10:30 AM,15,11,4,10,8,48,11/14/2019
2019-11-14,Thursday,5:30 PM,21,5,7,9,6,48,11/14/2019
2019-11-14,Thursday,5:30 PM,12,5,8,7,5,37,11/14/2019
2019-11-14,Thursday,6:30 PM,10,0,4,1,3,18,11/14/2019
2019-11-14,Thursday,7:30 PM,8,1,3,3,1,16,11/14/2019
2019-11-14,Thursday,8:30 PM,6,0,5,3,0,14,11/14/2019
2019-11-15,Friday,8:30 AM,9,0,3,5,3,20,11/15/2019
2019-11-15,Friday,9:30 AM,8,2,4,2,6,22,11/15/2019
2019-11-15,Friday,10:30 AM,8,3,4,5,1,21,11/15/2019
2019-11-15,Friday,10:30 AM,12,4,7,3,2,28,11/15/2019
2019-11-15,Friday,11:30 AM,10,3,8,3,2,26,11/15/2019
2019-11-16,Saturday,11:30 AM,3,0,8,2,0,13,11/16/2019
2019-11-16,Saturday,12:30 PM,3,0,8,1,0,12,11/16/2019
2019-11-16,Saturday,1:30 PM,3,0,5,0,1,9,11/16/2019
2019-11-18,Monday,8:30 AM,12,4,6,3,1,26,11/18/2019
2019-11-18,Monday,9:30 AM,19,9,8,10,5,51,11/18/2019
2019-11-18,Monday,10:30 AM,33,10,6,16,8,73,11/18/2019
2019-11-18,Monday,5:30 PM,14,5,5,8,4,36,11/18/2019
2019-11-18,Monday,6:30 PM,4,2,2,2,2,12,11/18/2019
2019-11-18,Monday,7:30 PM,6,0,0,1,1,8,11/18/2019
2019-11-18,Monday,8:30 PM,1,1,1,2,0,5,11/18/2019
2019-11-19,Tuesday,8:30 AM,23,3,3,3,3,35,11/19/2019
2019-11-19,Tuesday,9:30 AM,14,11,6,5,3,39,11/19/2019
2019-11-19,Tuesday,10:30 AM,20,6,8,11,6,51,11/19/2019
2019-11-19,Tuesday,5:30 PM,21,5,6,4,3,39,11/19/2019
2019-11-19,Tuesday,6:30 PM,7,1,11,0,0,19,11/19/2019
2019-11-19,Tuesday,7:30 PM,7,1,11,0,0,19,11/19/2019
2019-11-19,Tuesday,8:30 PM,6,0,3,2,0,11,11/19/2019
2019-11-20,Wednesday,8:30 AM,10,6,8,15,5,44,11/20/2019
2019-11-20,Wednesday,9:30 AM,14,5,8,7,6,40,11/20/2019
2019-11-20,Wednesday,12:30 PM,26,18,10,17,8,79,11/20/2019
2019-11-20,Wednesday,5:30 PM,16,5,4,8,5,38,11/20/2019
2019-11-20,Wednesday,6:30 PM,10,1,17,3,0,31,11/20/2019
2019-11-20,Wednesday,7:30 PM,14,0,2,0,0,16,11/20/2019
2019-11-20,Wednesday,8:30 PM,9,1,2,0,0,12,11/20/2019
2019-11-21,Thursday,8:30 AM,11,4,3,8,3,29,11/21/2019
2019-11-21,Thursday,9:30 AM,14,6,8,10,4,42,11/21/2019
2019-11-21,Thursday,10:30 AM,26,6,10,3,16,61,11/21/2019
2019-11-21,Thursday,11:30 AM,21,14,16,5,5,61,11/21/2019
2019-11-21,Thursday,12:30 PM,27,17,35,16,4,99,11/21/2019
2019-11-21,Thursday,1:30 PM,14,6,16,16,3,55,11/21/2019
2019-11-21,Thursday,2:30 PM,15,3,16,8,2,44,11/21/2019
2019-11-21,Thursday,3:30 PM,10,7,19,8,2,46,11/21/2019
2019-11-21,Thursday,2:30 PM,12,5,8,7,2,34,11/21/2019
2019-11-21,Thursday,5:30 PM,14,6,11,4,5,40,11/21/2019
2019-11-21,Thursday,6:30 PM,5,0,20,3,0,28,11/21/2019
2019-11-21,Thursday,7:30 PM,6,1,3,1,0,11,11/21/2019
2019-11-22,Friday,8:30 AM,5,2,0,3,1,11,11/22/2019
2019-11-22,Friday,9:30 AM,7,1,7,1,1,17,11/22/2019
2019-11-22,Friday,10:30 AM,4,2,7,3,1,17,11/22/2019
2019-11-22,Friday,3:30 PM,1,3,3,3,1,11,11/22/2019
2019-11-22,Friday,4:30 PM,5,2,5,2,0,14,11/22/2019
2019-11-23,Saturday,10:30 AM,1,2,1,0,0,4,11/23/2019
2019-11-23,Saturday,11:30 AM,6,5,3,0,0,14,11/23/2019
2019-11-23,Saturday,12:30 PM,10,4,3,0,0,17,11/23/2019
2019-11-23,Saturday,1:30 PM,9,1,0,0,1,11,11/23/2019
2019-11-25,Monday,8:30 AM,16,12,2,11,7,48,11/25/2019
2019-11-25,Monday,8:30 AM,16,12,2,11,7,48,11/25/2019
2019-11-25,Monday,9:30 AM,24,10,3,8,4,49,11/25/2019
2019-11-25,Monday,10:30 AM,38,20,14,20,9,101,11/25/2019
2019-11-25,Monday,11:30 AM,20,24,22,17,5,88,11/25/2019
2019-11-25,Monday,12:30 PM,23,14,10,21,3,71,11/25/2019
2019-11-25,Monday,1:30 PM,17,5,17,7,6,52,11/25/2019
2019-11-25,Monday,2:30 PM,15,8,8,5,9,45,11/25/2019
2019-11-25,Monday,3:30 PM,23,9,20,12,2,66,11/25/2019
2019-11-25,Monday,4:30 PM,7,1,10,8,3,29,11/25/2019
2019-11-25,Monday,5:30 PM,13,5,8,4,3,33,11/25/2019
2019-11-25,Monday,6:30 PM,5,2,8,3,0,18,11/25/2019
2019-11-25,Monday,7:30 PM,6,0,6,1,2,15,11/25/2019
2019-11-25,Monday,8:30 PM,4,0,0,0,1,5,11/25/2019
2019-11-26,Tuesday,8:30 AM,10,4,5,3,1,23,11/26/2019
2019-11-26,Tuesday,9:30 AM,19,9,5,10,3,46,11/26/2019
2019-11-26,Tuesday,10:30 AM,27,10,6,13,6,62,11/26/2019
2019-11-26,Tuesday,11:30 AM,21,7,11,6,5,50,11/26/2019
2019-11-26,Tuesday,1:30 PM,15,5,18,8,3,49,11/26/2019
2019-11-26,Tuesday,2:30 PM,17,5,11,5,1,39,11/26/2019
2019-11-26,Tuesday,3:30 PM,8,7,9,7,1,32,11/26/2019
2019-11-26,Tuesday,4:30 PM,12,0,6,10,0,28,11/26/2019
2019-11-26,Tuesday,5:30 PM,9,2,7,5,1,24,11/26/2019
2019-11-26,Tuesday,6:30 PM,6,5,5,6,0,22,11/26/2019
2019-11-26,Tuesday,7:30 PM,4,0,5,3,0,12,11/26/2019
2019-11-26,Tuesday,8:30 PM,5,0,0,2,0,7,11/26/2019
2019-12-02,Monday,8:30 AM,24,2,4,3,2,35,12/2/2019
2019-12-02,Monday,9:30 AM,30,7,7,7,5,56,12/2/2019
2019-12-02,Monday,10:30 AM,35,16,10,12,14,87,12/2/2019
2019-12-02,Monday,4:30 PM,21,4,8,6,2,41,12/2/2019
2019-12-02,Monday,5:30 PM,16,5,8,4,3,36,12/2/2019
2019-12-02,Monday,6:30 PM,10,2,14,3,0,29,12/2/2019
2019-12-02,Monday,7:30 PM,9,0,5,2,0,16,12/2/2019
2019-12-02,Monday,8:30 PM,6,1,4,0,0,11,12/2/2019
2019-12-03,Tuesday,8:30 AM,9,5,4,7,7,32,12/3/2019
2019-12-03,Tuesday,9:30 AM,28,8,6,8,9,59,12/3/2019
2019-12-03,Tuesday,10:30 AM,15,3,8,13,8,47,12/3/2019
2019-12-03,Tuesday,11:30 AM,19,4,2,7,2,34,12/3/2019
2019-12-03,Tuesday,12:30 PM,25,12,3,9,7,56,12/3/2019
2019-12-03,Tuesday,1:30 PM,12,11,3,7,4,37,12/3/2019
2019-12-03,Tuesday,4:30 PM,14,6,17,8,2,47,12/3/2019
2019-12-03,Tuesday,3:30 PM,14,6,17,8,2,47,12/3/2019
2019-12-03,Tuesday,5:30 PM,24,5,16,7,1,53,12/3/2019
2019-12-03,Tuesday,7:30 PM,13,2,8,1,1,25,12/3/2019
2019-12-03,Tuesday,8:30 PM,3,0,3,1,0,7,12/3/2019
2019-12-04,Wednesday,8:30 AM,24,4,3,4,4,39,12/4/2019
2019-12-04,Wednesday,9:30 AM,18,4,6,5,3,36,12/4/2019
2019-12-04,Wednesday,10:30 AM,22,11,6,5,6,50,12/4/2019
2019-12-04,Wednesday,11:30 AM,26,14,6,18,8,72,12/4/2019
2019-12-04,Wednesday,12:30 PM,20,13,8,16,4,61,12/4/2019
2019-12-04,Wednesday,1:30 PM,17,5,13,10,8,53,12/4/2019
2019-12-04,Wednesday,1:30 PM,15,5,20,7,3,50,12/4/2019
2019-12-04,Wednesday,4:30 PM,17,11,15,9,3,55,12/4/2019
2019-12-04,Wednesday,5:30 PM,21,9,6,3,4,43,12/4/2019
2019-12-04,Wednesday,6:30 PM,3,3,2,1,0,9,12/4/2019
2019-12-04,Wednesday,7:30 PM,10,2,4,1,2,19,12/4/2019
2019-12-04,Wednesday,8:30 PM,7,1,1,3,1,13,12/4/2019
2019-12-05,Thursday,8:30 AM,12,4,4,3,1,24,12/5/2019
2019-12-05,Thursday,9:30 AM,28,8,6,10,5,57,12/5/2019
2019-12-05,Thursday,10:30 AM,28,15,12,16,4,75,12/5/2019
2019-12-05,Thursday,11:30 AM,19,9,11,12,3,54,12/5/2019
2019-12-05,Thursday,12:30 PM,23,16,15,17,10,81,12/5/2019
2019-12-05,Thursday,1:30 PM,16,9,18,4,4,51,12/5/2019
2019-12-05,Thursday,2:30 PM,23,5,14,13,0,55,12/5/2019
2019-12-05,Thursday,3:30 PM,19,7,11,13,2,52,12/5/2019
2019-12-05,Thursday,4:30 PM,20,4,5,9,1,39,12/5/2019
2019-12-05,Thursday,5:30 PM,15,5,22,5,3,50,12/5/2019
2019-12-05,Thursday,6:30 PM,4,1,5,5,3,18,12/5/2019
2019-12-05,Thursday,7:30 PM,8,1,9,8,2,28,12/5/2019
2019-12-05,Thursday,8:30 PM,6,0,2,0,0,8,12/5/2019
2019-12-06,Friday,8:30 AM,9,9,2,1,1,22,12/6/2019
2019-12-06,Friday,9:30 AM,5,8,3,3,2,21,12/6/2019
2019-12-06,Friday,10:30 AM,10,1,4,2,1,18,12/6/2019
2019-12-06,Friday,3:30 PM,5,1,6,1,1,14,12/6/2019
2019-12-06,Friday,4:30 PM,5,3,6,0,0,14,12/6/2019
2019-12-07,Saturday,11:30 AM,1,0,5,2,0,8,12/7/2019
2019-12-07,Saturday,12:30 PM,2,1,10,1,1,15,12/7/2019
2019-12-07,Saturday,1:30 PM,2,0,10,0,1,13,12/7/2019
2019-12-09,Monday,8:30 AM,14,4,6,5,2,31,12/9/2019
2019-12-09,Monday,9:30 AM,15,4,8,4,5,36,12/9/2019
2019-12-09,Monday,10:30 AM,20,4,8,5,4,41,12/9/2019
2019-12-09,Monday,11:30 AM,30,8,10,6,12,66,12/9/2019
2019-12-09,Monday,5:30 PM,9,3,9,5,1,27,12/9/2019
2019-12-09,Monday,6:30 PM,7,1,10,5,2,25,12/9/2019
2019-12-09,Monday,7:30 PM,10,2,10,4,2,28,12/9/2019
2019-12-09,Monday,8:30 PM,4,2,2,2,1,11,12/9/2019
2019-12-10,Tuesday,8:30 AM,10,5,5,5,3,28,12/10/2019
2019-12-10,Tuesday,9:30 AM,16,3,6,10,5,40,12/10/2019
2019-12-10,Tuesday,10:30 AM,18,6,5,13,6,48,12/10/2019
2019-12-10,Tuesday,5:30 PM,13,5,15,2,2,37,12/10/2019
2019-12-10,Tuesday,6:30 PM,11,3,15,2,1,32,12/10/2019
2019-12-10,Tuesday,7:30 PM,6,0,10,5,3,24,12/10/2019
2019-12-10,Tuesday,8:30 PM,10,2,5,3,0,20,12/10/2019
2019-12-11,Wednesday,8:30 AM,18,4,6,4,3,35,12/11/2019
2019-12-11,Wednesday,9:30 AM,15,10,6,11,7,49,12/11/2019
2019-12-11,Wednesday,10:30 AM,34,21,8,12,8,83,12/11/2019
2019-12-11,Wednesday,11:30 AM,17,12,10,11,4,54,12/11/2019
2019-12-11,Wednesday,12:30 PM,21,6,7,9,10,53,12/11/2019
2019-12-11,Wednesday,1:30 PM,19,5,11,11,4,50,12/11/2019
2019-12-11,Wednesday,4:30 PM,19,6,12,9,3,49,12/11/2019
2019-12-11,Wednesday,5:30 PM,23,9,4,7,8,51,12/11/2019
2019-12-11,Wednesday,6:30 PM,7,0,25,8,1,41,12/11/2019
2019-12-11,Wednesday,7:30 PM,6,1,6,4,1,18,12/11/2019
2019-12-12,Thursday,9:30 AM,15,4,8,3,1,31,12/12/2019
2019-12-12,Thursday,9:30 AM,19,5,10,6,2,42,12/12/2019
2019-12-12,Thursday,10:30 AM,30,20,8,16,8,82,12/12/2019
2019-12-12,Thursday,11:30 AM,15,8,10,9,5,47,12/12/2019
2019-12-12,Thursday,12:30 PM,30,15,10,19,5,79,12/12/2019
2019-12-12,Thursday,1:30 PM,19,6,10,9,3,47,12/12/2019
2019-12-12,Thursday,2:30 PM,15,6,6,6,3,36,12/12/2019
2019-12-12,Thursday,5:30 PM,9,4,9,9,4,35,12/12/2019
2019-12-12,Thursday,7:30 PM,4,1,6,2,0,13,12/12/2019
2019-12-13,Friday,8:30 AM,4,2,4,3,1,14,12/13/2019
2019-12-13,Friday,9:30 AM,5,3,7,3,0,18,12/13/2019
2019-12-13,Friday,11:30 AM,9,2,3,4,0,18,12/13/2019
2019-12-13,Friday,12:30 PM,11,4,7,5,1,28,12/13/2019
2019-12-13,Friday,1:30 PM,6,3,2,3,0,14,12/13/2019
2019-12-13,Friday,2:30 PM,5,0,2,1,1,9,12/13/2019
2019-12-13,Friday,3:30 PM,2,2,0,1,0,5,12/13/2019
2019-12-13,Friday,4:30 PM,2,2,0,0,0,4,12/13/2019
2019-12-16,Monday,8:30 AM,1,0,0,1,0,2,12/16/2019
2019-12-16,Monday,9:30 AM,1,1,0,0,0,2,12/16/2019
2019-12-17,Tuesday,8:30 AM,0,0,0,0,0,0,12/17/2019
2020-01-16,Thursday,8:30 AM,11,2,1,7,7,28,1/16/2020
2020-01-16,Thursday,9:30 AM,15,2,1,5,5,28,1/16/2020
2020-01-16,Thursday,10:30 AM,25,5,3,7,7,47,1/16/2020
2020-01-16,Thursday,11:30 AM,22,12,6,12,4,56,1/16/2020
2020-01-16,Thursday,12:30 PM,35,13,6,17,14,85,1/16/2020
2020-01-16,Thursday,5:30 PM,16,4,1,6,4,31,1/16/2020
2020-01-16,Thursday,7:30 PM,8,2,0,3,1,14,1/16/2020
2020-01-16,Thursday,8:30 PM,5,2,0,1,0,8,1/16/2020
2020-01-17,Friday,8:30 AM,4,1,1,2,1,9,1/17/2020
2020-01-17,Friday,9:30 AM,6,2,1,2,1,12,1/17/2020
2020-01-17,Friday,10:30 AM,8,0,2,2,1,13,1/17/2020
2020-01-17,Friday,11:30 AM,15,4,15,1,5,40,1/17/2020
2020-01-17,Friday,3:30 PM,12,4,2,1,1,20,1/17/2020
2020-01-17,Friday,4:30 PM,5,2,1,0,0,8,1/17/2020
2020-01-18,Saturday,10:30 AM,2,0,0,0,0,2,1/18/2020
2020-01-18,Saturday,11:30 AM,2,0,0,1,0,3,1/18/2020
2020-01-18,Saturday,12:30 PM,4,0,0,2,0,6,1/18/2020
2020-01-18,Saturday,1:30 PM,7,0,1,3,0,11,1/18/2020
2020-01-21,Tuesday,8:30 AM,8,4,1,3,5,21,1/21/2020
2020-01-21,Tuesday,9:30 AM,12,4,5,4,2,27,1/21/2020
2020-01-21,Tuesday,10:30 AM,22,9,5,6,5,47,1/21/2020
2020-01-21,Tuesday,4:30 PM,10,9,20,12,4,55,1/21/2020
2020-01-21,Tuesday,5:30 PM,18,6,6,8,4,42,1/21/2020
2020-01-21,Tuesday,6:30 PM,5,1,0,3,0,9,1/21/2020
2020-01-21,Tuesday,8:30 PM,4,2,0,2,2,10,1/21/2020
2020-01-22,Wednesday,8:30 AM,6,2,1,2,1,12,1/22/2020
2020-01-22,Wednesday,9:30 AM,11,6,2,10,8,37,1/22/2020
2020-01-22,Wednesday,10:30 AM,30,12,6,10,8,66,1/22/2020
2020-01-22,Wednesday,11:30 AM,18,10,11,15,7,61,1/22/2020
2020-01-22,Wednesday,12:30 PM,37,18,8,18,6,87,1/22/2020
2020-01-22,Wednesday,1:30 PM,13,3,41,11,4,72,1/22/2020
2020-01-22,Wednesday,2:30 PM,18,1,21,10,2,52,1/22/2020
2020-01-22,Wednesday,3:30 PM,18,8,22,9,4,61,1/22/2020
2020-01-22,Wednesday,5:30 PM,14,4,7,4,3,32,1/22/2020
2020-01-22,Wednesday,6:30 PM,4,3,7,5,3,22,1/22/2020
2020-01-22,Wednesday,7:30 PM,5,4,1,4,3,17,1/22/2020
2020-01-22,Wednesday,8:30 PM,2,2,1,1,1,7,1/22/2020
2020-01-23,Thursday,9:30 AM,10,6,6,6,6,34,1/23/2020
2020-01-23,Thursday,8:30 AM,12,4,4,12,12,44,1/23/2020
2020-01-23,Thursday,11:30 AM,14,8,3,10,4,39,1/23/2020
2020-01-23,Thursday,12:30 PM,26,10,10,19,12,77,1/23/2020
2020-01-23,Thursday,1:30 PM,6,8,29,5,4,52,1/23/2020
2020-01-23,Thursday,2:30 PM,19,10,15,14,2,60,1/23/2020
2020-01-23,Thursday,3:30 PM,17,5,22,8,3,55,1/23/2020
2020-01-23,Thursday,5:30 PM,12,6,6,8,6,38,1/23/2020
2020-01-23,Thursday,6:30 PM,10,0,3,4,2,19,1/23/2020
2020-01-23,Thursday,7:30 PM,10,0,1,5,0,16,1/23/2020
2020-01-23,Thursday,8:30 PM,9,2,1,1,0,13,1/23/2020
2020-01-24,Friday,8:30 AM,5,2,4,2,3,16,1/24/2020
2020-01-24,Friday,9:30 AM,6,1,3,3,0,13,1/24/2020
2020-01-24,Friday,10:30 AM,8,2,8,4,0,22,1/24/2020
2020-01-24,Friday,11:30 AM,13,0,7,4,1,25,1/24/2020
2020-01-24,Friday,12:30 PM,25,3,10,5,2,45,1/24/2020
2020-01-24,Friday,1:30 PM,10,3,8,3,1,25,1/24/2020
2020-01-24,Friday,1:30 PM,10,2,5,5,1,23,1/24/2020
2020-01-24,Friday,2:30 PM,10,2,5,5,1,23,1/24/2020
2020-01-25,Saturday,10:30 AM,0,0,0,2,0,2,1/25/2020
2020-01-25,Saturday,11:30 AM,3,0,0,0,0,3,1/25/2020
2020-01-25,Saturday,12:30 PM,6,0,20,0,1,27,1/25/2020
2020-01-25,Saturday,12:30 PM,4,0,12,0,0,16,1/25/2020
2020-01-25,Saturday,1:30 PM,5,0,20,0,1,26,1/25/2020
2020-01-27,Monday,8:30 AM,20,4,2,3,8,37,1/27/2020
2020-01-27,Monday,9:30 AM,22,6,6,6,6,46,1/27/2020
2020-01-27,Monday,10:30 AM,28,6,6,6,8,54,1/27/2020
2020-01-27,Monday,12:30 PM,34,18,9,22,6,89,1/27/2020
2020-01-27,Monday,1:30 PM,10,3,36,7,3,59,1/27/2020
2020-01-27,Monday,2:30 PM,21,8,7,8,3,47,1/27/2020
2020-01-27,Monday,3:30 PM,17,3,10,7,1,38,1/27/2020
2020-01-27,Monday,5:30 PM,12,1,4,7,4,28,1/27/2020
2020-01-27,Monday,6:30 PM,3,1,4,2,2,12,1/27/2020
2020-01-27,Monday,7:30 PM,5,0,3,2,0,10,1/27/2020
2020-01-28,Tuesday,8:30 AM,6,2,3,2,5,18,1/28/2020
2020-01-28,Tuesday,9:30 AM,18,6,6,6,6,42,1/28/2020
2020-01-28,Tuesday,10:30 AM,12,6,6,12,6,42,1/28/2020
2020-01-28,Tuesday,5:30 PM,12,7,2,10,4,35,1/28/2020
2020-01-28,Tuesday,6:30 PM,3,1,8,3,0,15,1/28/2020
2020-01-28,Tuesday,7:30 PM,2,1,0,1,0,4,1/28/2020
2020-01-28,Tuesday,8:30 PM,4,0,1,4,1,10,1/28/2020
2020-01-29,Wednesday,8:30 AM,7,2,2,7,2,20,1/29/2020
2020-01-29,Wednesday,9:30 AM,10,6,4,6,2,28,1/29/2020
2020-01-29,Wednesday,10:30 AM,15,6,6,11,6,44,1/29/2020
2020-01-29,Wednesday,11:30 AM,28,6,11,9,3,57,1/29/2020
2020-01-29,Wednesday,12:30 PM,35,20,10,20,5,90,1/29/2020
2020-01-29,Wednesday,3:30 PM,29,14,8,10,4,65,1/29/2020
2020-01-29,Wednesday,5:30 PM,20,7,9,9,6,51,1/29/2020
2020-01-29,Wednesday,6:30 PM,10,2,9,5,1,27,1/29/2020
